,Date/Time,temp_outdoor,solar,occ_0,heating,cooling,temp_zone_0,ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep) ,Time,day_sin,day_cos,Cphvac_0,Hphvac_0,phvac_0
2023-07-31 19:45:00, 07/31  20:00:00,64.4,0.0,2.69079,0.0,2223.3533411711364,75.0178724163782,0.0,0.0,18.787790386610723,0.0,0.0,18.78324705767329,2023-07-31 19:45:00,-0.8968727415326885,0.442288690219001,-2223.3533411711364,0.0,-2223.3533411711364
2023-07-31 20:00:00, 07/31  20:15:00,64.4,0.0,2.69079,0.0,2193.1320864145687,74.75143397184118,0.0,0.0,18.46590500263912,0.0,0.0,18.736433024931102,2023-07-31 20:00:00,-0.866025403784439,0.4999999999999993,-2193.1320864145687,0.0,-2193.1320864145687
2023-07-31 20:15:00, 07/31  20:30:00,64.4,0.0,2.69079,0.0,2163.7942687710142,74.49269215040634,0.0,0.0,18.214917734363627,0.0,0.0,18.68989497707524,2023-07-31 20:15:00,-0.8314696123025455,0.5555702330196018,-2163.7942687710142,0.0,-2163.7942687710142
2023-07-31 20:30:00, 07/31  20:45:00,64.4,0.0,2.69079,0.0,2137.596385058395,74.2617467625986,0.0,0.0,17.974497575036597,0.0,0.0,18.64720324982284,2023-07-31 20:30:00,-0.7933533402912357,0.6087614290087199,-2137.596385058395,0.0,-2137.596385058395
2023-07-31 20:45:00, 07/31  21:00:00,64.4,0.0,2.69079,0.0,2112.752615707019,74.04280070067732,0.0,0.0,17.692959824752784,0.0,0.0,18.613573871001964,2023-07-31 20:45:00,-0.7518398074789778,0.6593458151000684,-2112.752615707019,0.0,-2112.752615707019
2023-07-31 21:00:00, 07/31  21:15:00,64.535,0.0,3.0,0.0,2086.325114472431,73.8098223303169,0.0,0.0,17.423170783469153,0.0,0.0,18.58969726952905,2023-07-31 21:00:00,-0.7071067811865477,0.7071067811865474,-2086.325114472431,0.0,-2086.325114472431
2023-07-31 21:15:00, 07/31  21:30:00,64.67,0.0,3.0,0.0,0.0,75.76625496751004,0.0,0.0,17.256893959771507,0.0,0.0,18.57863774875927,2023-07-31 21:15:00,-0.6593458151000694,0.7518398074789769,-0.0,0.0,-0.0
2023-07-31 21:30:00, 07/31  21:45:00,64.805,0.0,3.0,0.0,2051.0374631358213,73.49627784822363,0.0,0.0,17.12062886101279,0.0,0.0,18.566840361466102,2023-07-31 21:30:00,-0.6087614290087209,0.7933533402912349,-2051.0374631358213,0.0,-2051.0374631358213
2023-07-31 21:45:00, 07/31  22:00:00,64.94,0.0,3.0,0.0,0.0,75.34258547898094,0.0,0.0,17.021863869804434,0.0,0.0,18.55617077337004,2023-07-31 21:45:00,-0.555570233019603,0.8314696123025448,-0.0,0.0,-0.0
2023-07-31 22:00:00, 07/31  22:15:00,65.075,0.0,3.0,0.0,2144.126717499231,74.31447506610488,0.0,0.0,16.912218194985734,0.0,0.0,18.538431642627582,2023-07-31 22:00:00,-0.5000000000000004,0.8660254037844384,-2144.126717499231,0.0,-2144.126717499231
2023-07-31 22:15:00, 07/31  22:30:00,65.21000000000001,0.0,3.0,0.0,0.0,74.68670903228076,0.0,0.0,16.976725869856917,0.0,0.0,18.52768064112912,2023-07-31 22:15:00,-0.4422886902190022,0.8968727415326878,-0.0,0.0,-0.0
