,temp_zone_0,phvac_0,occ_0,solar,temp_outdoor,Time,day_sin,day_cos,setpt_0
2021-07-18 06:45:00,67.69582917,-2731.228255,0,7.4,63.43333333,7/18/2021 6:45,0.98078528,-0.195090322,25
2021-07-18 07:00:00,67.6789585,-2731.470525,0,8.933333333,63.41333333,7/18/2021 7:00,0.965925826,-0.258819045,25
2021-07-18 07:15:00,67.66842583,-2737.375238,0,15.8,63.42666667,7/18/2021 7:15,0.946930129,-0.321439465,25
2021-07-18 07:30:00,67.67053608,-2737.205049,0,28.33333333,63.13333333,7/18/2021 7:30,0.923879533,-0.382683432,25
2021-07-18 07:45:00,67.67897208,-2738.405656,0,31.6,62.7,7/18/2021 7:45,0.896872742,-0.44228869,25
2021-07-18 08:00:00,67.69729458,-2742.540714,0,39.13333333,62.5,7/18/2021 8:00,0.866025404,-0.5,25
2021-07-18 08:15:00,67.70530092,-2737.770888,0,63.66666667,62.37333333,7/18/2021 8:15,0.831469612,-0.555570233,25
2021-07-18 08:30:00,67.73163992,-2737.493401,0,81.53333333,62.56,7/18/2021 8:30,0.79335334,-0.608761429,25
2021-07-18 08:45:00,67.748929,-2734.28061,0,71.06666667,62.53333333,7/18/2021 8:45,0.751839807,-0.659345815,25
2021-07-18 09:00:00,67.77463042,-2730.840186,0,96.86666667,62.49333333,7/18/2021 9:00,0.707106781,-0.707106781,25
2021-07-18 09:15:00,67.82795367,-2727.63944,0,138.9333333,62.84666667,7/18/2021 9:15,0.659345815,-0.751839807,25
2021-07-18 09:30:00,67.91666167,-2720.297854,0,270.4,63.18,7/18/2021 9:30,0.608761429,-0.79335334,25
2021-07-18 09:45:00,68.00286717,-2724.232429,0,230.6666667,63.59333333,7/18/2021 9:45,0.555570233,-0.831469612,25
2021-07-18 10:00:00,68.04838875,-2717.250066,0,129.4666667,63.66666667,7/18/2021 10:00,0.5,-0.866025404,25
2021-07-18 10:15:00,68.11499842,-2710.609858,0,165.4666667,63.9,7/18/2021 10:15,0.44228869,-0.896872742,25
2021-07-18 10:30:00,68.17211917,-2710.372479,0,198.2666667,64.07333333,7/18/2021 10:30,0.382683432,-0.923879533,25
2021-07-18 10:45:00,68.24716308,-2694.856806,0,220.8,64.35333333,7/18/2021 10:45,0.321439465,-0.946930129,25
2021-07-18 11:00:00,68.33632225,-2694.950531,0,245.2,64.39333333,7/18/2021 11:00,0.258819045,-0.965925826,25
2021-07-18 11:15:00,68.40610033,-2693.798126,0,267.1333333,64.52,7/18/2021 11:15,0.195090322,-0.98078528,25
2021-07-18 11:30:00,68.48664392,-2693.307431,0,334.0,64.87333333,7/18/2021 11:30,0.130526192,-0.991444861,25
2021-07-18 11:45:00,68.56993167,-2691.83397,0,348.7333333,65.74,7/18/2021 11:45,0.065403129,-0.997858923,25
2021-07-18 12:00:00,68.66608825,-2727.935484,0,223.1333333,66.48,7/18/2021 12:00,1.22e-16,-1.0,25
2021-07-18 12:15:00,68.748093,-2743.26785,0,249.2,66.97333333,7/18/2021 12:15,-0.065403129,-0.997858923,25
2021-07-18 12:30:00,68.7590955,-2735.784421,0,211.4,67.49333333,7/18/2021 12:30,-0.130526192,-0.991444861,25
2021-07-18 12:45:00,68.82236,-2707.178886,0,370.6,68.26,7/18/2021 12:45,-0.195090322,-0.98078528,25
2021-07-18 13:00:00,68.85991283,-2699.714244,0,183.2,69.40666667,7/18/2021 13:00,-0.258819045,-0.965925826,25
2021-07-18 13:15:00,68.88121225,-2701.113921,0,133.2666667,70.08666667,7/18/2021 13:15,-0.321439465,-0.946930129,25
2021-07-18 13:30:00,68.90124767,-2710.309816,0,164.6666667,70.15333333,7/18/2021 13:30,-0.382683432,-0.923879533,25
